0,100,0,0.002684015,120.3993,13.59999,-194.9982
1,100,0,0.002684015,244.7974,-48.80011,-194.9982
2,100,0,0.002684015,222.9977,-88.79979,-141.399
3,100,0,0.002684015,222.9977,-88.79979,-141.399
4,100,0,0.002684015,222.9977,-88.79979,-141.399
5,100,0,0.002684015,222.9977,-29.00003,-189.9982
6,100,0,0.002684015,222.9977,47.20011,-204.598
7,100,0,0.002684015,319.8011,-33.60005,-204.598
8,100,0,0.002684015,422.6074,-33.60005,-204.598
9,100,0,0.002684015,432.208,-70.80006,-187.9983
10,100,0,0.002684015,450.0091,-128.5992,-155.9988
11,100,0,0.002684015,450.0091,-128.5992,-155.9988
12,100,0,0.002684015,450.0091,-128.5992,-155.9988
13,100,0,0.002684015,450.0091,-81.5999,-195.3982
14,100,0,0.002684015,450.0091,4.000005,-197.1981